,rounds,reward,NagentsIn,thoryvos,aIV,aEV,aFN,aBN,stdii,stdfi,stdbi,stdei,stdsel,Eii,Efi,Ebi,Eei,Esel
0,1,0.0,82,-129.2755635088426,3.0,81.0,8.0,8.0,1.5456230008866683,1.4982910581440236,0.26673627504931496,0.0,0.3616553623571498,-1.233475096000345,-1.2901371417065768,-1.1024977250195356,-1.3167629306831965,-1.2927556350884257
1,1,0.0,82,-144.17711338878905,6.0,61.0,25.0,8.0,1.567432652127547,1.5478800377306774,0.30324788603967917,0.0,0.9944867410968108,-1.3568208409095592,-1.8957300379222572,-1.290868288937679,-1.3552495722266888,-1.4417711338878922
2,2,0.0,71,-157.56657746693372,15.0,50.0,28.0,7.0,1.4018744971593113,1.471514583290085,0.2791010643780848,0.0,0.9488036381405242,-1.362687732167365,-1.424499406012024,-1.2856393795153944,-1.4993059112163722,-1.5756657746693388
3,3,-29.011491975882016,75,-131.42898929254005,14.0,44.0,28.0,14.0,1.395379532503013,1.3805050097493394,0.2889610690308466,0.0,0.893908134319664,-1.2574732353842997,-1.3703291232769967,-1.1486858415770824,-1.399554480211544,-1.3142898929253992
4,4,-29.011491975882016,41,-73.84529521367526,6.0,33.0,36.0,25.0,1.507077329018108,1.5365953207915592,0.28670154802100434,0.0,0.9828711740435316,-0.6432741823361823,-0.7403439886039885,-0.5668530458689458,-1.1223533903133902,-0.7384529521367521
5,5,-29.011491975882016,76,-147.40483144560142,19.0,30.0,25.0,26.0,1.4116594645527873,1.5117197509917986,0.286828188205468,0.0,0.9375561849151982,-1.346883207240455,-1.7964496967034254,-1.1999990537029714,-1.4467942533280609,-1.4740483144560137
6,6,-29.011491975882016,46,-101.1445843559184,21.0,32.0,25.0,22.0,1.532166915253482,1.5786629305412456,0.3266472953959002,0.0,1.0917522156404078,-0.913297545504576,-1.0137730848186077,-0.8233791982808574,-1.388342162963308,-1.0114458435591842
7,7,-29.011491975882016,44,-87.23248257123764,26.0,30.0,20.0,24.0,1.4427498844100177,1.480503115631877,0.3049946356985848,0.0,0.9997638106831046,-0.7523043847549044,-0.8180573249486898,-0.6452712156877953,-1.1912155505703788,-0.8723248257123766
8,8,-29.011491975882016,38,-54.33193837512212,21.0,24.0,30.0,25.0,1.4233839633104102,1.5152048714515347,0.2896907149811336,0.0,1.115530014002558,-0.4667162198342921,-0.7456855384044139,-0.4633328703100691,-0.9710434169108867,-0.543319383751221
9,9,-29.011491975882016,91,-104.42201678946891,19.0,27.0,26.0,28.0,1.7375093775291546,1.7583180158321496,0.3404609059207849,0.0,1.122190307374254,-1.1523881800851035,-1.2233845429902106,-1.0649668200757727,-1.2276194547896944,-1.0442201678946903
