,rounds,reward,NagentsIn,thoryvos,aIV,aEV,aFN,aBN,stdii,stdfi,stdbi,stdei,stdsel,Eii,Efi,Ebi,Eei,Esel
0,1,0.0,82,-139.4025008149842,10.0,77.0,8.0,5.0,1.5456230008866683,1.4982910581440236,0.26673627504931496,0.0,0.6986921132959604,-1.233475096000345,-1.2901371417065768,-1.1024977250195356,-1.3167629306831965,-1.394025008149842
1,1,0.0,82,-129.49171340728753,10.0,60.0,23.0,7.0,1.5055142520949596,1.3655824509074446,0.3242344400674038,0.0,0.8460083021705482,-1.284162555702027,-1.290201278398209,-1.1605801161372964,-1.3612157144633752,-1.2949171340728765
2,2,0.0,82,-108.28536667350403,9.0,51.0,25.0,15.0,1.3977202587108293,1.4301956488189147,0.27454677679214534,0.0,0.7532965438187542,-1.2034856641075231,-1.0453247494578914,-1.1319275227001895,-1.3317509425853211,-1.0828536667350408
3,3,-29.011491975882016,70,-126.05224521581688,9.0,47.0,22.0,22.0,1.340578731278647,1.3685156345158396,0.2679649673259678,0.0,0.7403655089366268,-1.3084151876943166,-1.5787660025575003,-1.2250726522813447,-1.4487758872721066,-1.2605224521581693
4,4,-29.011491975882016,41,-88.97765875577485,15.0,41.0,26.0,18.0,1.4538760241724258,1.567274616625652,0.2942001441275828,0.0,1.0218137575136363,-0.6074879918992468,-0.8532134276311625,-0.572747895386368,-1.110349281691032,-0.8897765875577495
5,5,-29.011491975882016,43,-88.12293931700208,15.0,36.0,21.0,28.0,1.501153569621707,1.6198329144830301,0.30212249614257247,0.0,0.956323585217783,-0.7601759929575327,-0.8192337725161644,-0.6684086935008955,-1.2948171569073854,-0.8812293931700209
6,6,-29.011491975882016,28,-60.874595489429886,16.0,38.0,20.0,26.0,1.502215385461109,1.557407814138342,0.30192441264497427,0.0,0.9728122081517945,-0.4090125211706228,-0.4231952023568503,-0.3758719643512945,-0.7974809682995568,-0.6087459548942983
7,7,-29.011491975882016,39,-88.42047221685667,19.0,42.0,22.0,17.0,1.4654809294387103,1.45741264064507,0.30480791519702216,0.0,0.9143638632282203,-0.594473115336148,-0.8950288194118675,-0.5618956217886807,-1.115383095560032,-0.884204722168566
8,8,-29.011491975882016,1,91.20352643810578,21.0,40.0,21.0,18.0,0.6733657378177841,0.6180274179608005,0.1480982827237887,0.0,0.4020942009796816,0.9592301329205316,1.0464938275753102,0.8811241700966803,0.9107382029528116,0.9120352643810574
9,9,-29.011491975882016,24,-31.679964251491114,17.0,38.0,23.0,22.0,1.414721891523624,1.5043167977833165,0.23773359959588203,0.0,0.9661857530025332,-0.11012920127393873,-0.09753618419030854,-0.0942954874980793,-0.5730547849529956,-0.3167996425149115
10,10,-29.011491975882016,93,-122.30966204808956,21.0,33.0,27.0,19.0,1.6875302324873214,1.7539135893999795,0.3759482716032899,0.0,1.2883333320226464,-1.1346267513797972,-1.1758342104137254,-1.0419462109271382,-1.162206349206349,-1.2230966204808968
11,11,-29.011491975882016,41,-86.28015644900464,21.0,37.0,28.0,14.0,1.497257224377186,1.5622579552724074,0.26369301388967,0.0,1.1348156360459534,-0.7240186583393744,-0.6284083109351476,-0.6525706668897192,-1.180377033030354,-0.8628015644900464
12,12,-29.011491975882016,69,-124.45997598652367,16.0,35.0,24.0,25.0,1.3770884155864032,1.2697900719714228,0.2912018245454497,0.0,0.8083835343107316,-1.183016168531929,-1.183402411803431,-1.1396421161367774,-1.3754411183828368,-1.2445997598652363
13,13,-29.011491975882016,84,-119.07457812157126,17.0,36.0,21.0,26.0,1.60130884735627,1.517990381539646,0.309172332352602,0.0,0.9955942008996652,-1.3039939543559358,-1.2504370397191134,-1.200435550581523,-1.3234204520517885,-1.190745781215712
14,14,-29.011491975882016,86,-124.06981218333232,23.0,40.0,19.0,18.0,1.6537287664806506,1.7744264810275598,0.3205063065429462,0.0,1.1509511247640456,-1.268080029312989,-1.4427696989109544,-1.1581203569487313,-1.3045670995670995,-1.2406981218333235
15,15,-29.011491975882016,15,7.628978032885935,18.0,40.0,16.0,26.0,1.1706054161293575,0.936990654794368,0.20171358892617314,0.0,0.7703947530327335,0.33509824888869716,0.4686337857666912,0.3143903085214277,-0.08752956281558841,0.0762897803288594
16,16,-29.011491975882016,59,-130.2707461081402,24.0,32.0,22.0,22.0,1.411069909216444,1.471738331183273,0.27789180259463964,0.0,1.0383486555436492,-1.1897618388488465,-1.1457115146348396,-1.0964516485313494,-1.5598658193185049,-1.3027074610814022
17,17,-29.011491975882016,39,-66.91198296623668,23.0,32.0,26.0,19.0,1.4630349704293029,1.5462164281669972,0.32378434351746443,0.0,1.039987355880276,-0.5567920132250758,-0.5656479623018158,-0.5003309869268814,-1.08997614431776,-0.669119829662367
18,18,-29.011491975882016,13,31.67427279584178,20.0,31.0,23.0,26.0,1.1540751729807546,1.078562702304757,0.22785287165556206,0.0,0.7066807691319552,0.39789682114140223,0.47788223933017343,0.32942138415904354,0.04711178536565726,0.31674272795841757
19,19,-29.011491975882016,34,-46.96811887102876,20.0,33.0,20.0,27.0,1.484797685141404,1.5240661460953628,0.2737459673977134,0.0,1.005308222029646,-0.40223554429399705,-0.4760041755747354,-0.3562516817553954,-0.9833862098697003,-0.46968118871028763
20,20,-29.011491975882016,17,9.693896856096945,27.0,31.0,20.0,22.0,1.254703400268603,1.1201232589007997,0.27260954640143426,0.0,0.9498054495871253,0.25349538785229414,0.4524763760173437,0.21646519991470303,-0.20194073284287586,0.09693896856096955
21,21,-29.011491975882016,26,-26.98580040192815,21.0,29.0,29.0,21.0,1.4261912086584096,1.4342061471062224,0.30129319033283947,0.0,0.9544813033470383,-0.1652833051230434,-0.15586192227106524,-0.1239286571285759,-0.7193940128452679,-0.26985800401928156
