,rounds,reward,NagentsIn,thoryvos,aIV,aEV,aFN,aBN,stdii,stdfi,stdbi,stdei,stdsel,Eii,Efi,Ebi,Eei,Esel
0,1,0.0,82,-129.2755635088426,3.0,81.0,8.0,8.0,1.5456230008866683,1.4982910581440236,0.26673627504931496,0.0,0.3616553623571498,-1.233475096000345,-1.2901371417065768,-1.1024977250195356,-1.3167629306831965,-1.2927556350884257
1,1,0.0,82,-144.17711338878905,6.0,61.0,25.0,8.0,1.567432652127547,1.5478800377306774,0.30324788603967917,0.0,0.9944867410968108,-1.3568208409095592,-1.8957300379222572,-1.290868288937679,-1.3552495722266888,-1.4417711338878922
2,2,0.0,80,-154.14068325616748,15.0,50.0,28.0,7.0,1.467570936358018,1.5418871458082566,0.2925862311178774,0.0,1.0043687615776078,-1.3705573602377168,-1.431275307396402,-1.2935242785801488,-1.4176589500840762,-1.541406832561675
3,3,-29.011491975882016,30,-43.39670343900603,14.0,45.0,27.0,14.0,1.4403174938660652,1.4895322639726587,0.27302786811292595,0.0,0.9887860087526735,-0.2956316100055732,-0.2811080877290758,-0.30190759433498343,-0.7890895977444841,-0.43396703439005996
4,4,-29.011491975882016,86,-116.42633495475104,8.0,37.0,30.0,25.0,1.553938001899583,1.5896445212709809,0.27878140982472843,0.0,0.8662031672087682,-1.2122454298642533,-1.3040821719457012,-1.0919511131221717,-1.2831923076923075,-1.1642633495475112
5,5,-29.011491975882016,67,-120.73636856150557,13.0,32.0,31.0,24.0,1.4216869622934758,1.5472934323989371,0.2715173627632294,0.0,0.9890393489621365,-1.2397899636182537,-1.2727067972005977,-1.1278307524022961,-1.5245537626798773,-1.2073636856150558
6,6,-29.011491975882016,19,0.7522585636636183,15.0,28.0,26.0,31.0,1.2912890073467787,1.4062140465097375,0.2561891902728266,0.0,0.9424830596447729,0.13658953686451955,0.18918681289662803,0.17101980050572263,-0.28799884426263955,0.007522585636636172
7,7,-29.011491975882016,95,-112.7657210544624,17.0,24.0,29.0,30.0,1.8382270004382002,1.890550801702515,0.33596464025465517,0.0,1.2018420180931213,-1.0974395497912939,-1.195228185251441,-1.0137482607831445,-1.1270726495726495,-1.1276572105446232
8,8,-29.011491975882016,49,-93.81036968917462,25.0,28.0,20.0,27.0,1.4260999673477244,1.4480826920493668,0.2523580310869233,0.0,0.9476772586743697,-0.852684831124288,-0.9212185435890119,-0.7679341157080044,-1.185654656963778,-0.9381036968917462
9,9,-29.011491975882016,37,-80.89722369749656,20.0,38.0,20.0,22.0,1.5026847027492503,1.6144292445826058,0.2751109161735423,0.0,1.058622913978582,-0.6377076093997928,-0.9010998958784111,-0.6439304816148026,-1.0339630329018976,-0.8089722369749662
